タイトル,メモ,URL,コメント
カトリック津守教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%B4%A5%E5%AE%88%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000e7836b072b69:0x7b34294085eb8fa8,
カトリック日本橋教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%97%A5%E6%9C%AC%E6%A9%8B%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000e7426f77a755:0x59fefe11532a4eb2,
カトリック武庫之荘教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%AD%A6%E5%BA%AB%E4%B9%8B%E8%8D%98%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000f19346febda7:0x2dbf22b34780245d,
カトリック千里ニュータウン教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%8D%83%E9%87%8C%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%BF%E3%82%A6%E3%83%B3%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000fb3ebd69275f:0x6c6dbf936a47bf28,
カトリック富雄教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%AF%8C%E9%9B%84%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60012342507bffff:0xb1766d94bb86fe51,
カトリック枚岡教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%9E%9A%E5%B2%A1%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60012126a399b995:0x2e6c39d826f5e633,
カトリック生野教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%94%9F%E9%87%8E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000de1584c9a6c3:0xe2ec4e52b6fb32e2,
カトリック吹田教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%90%B9%E7%94%B0%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000e4886bffe647:0x65de291c385846b1,
カトリック大東教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%A7%E6%9D%B1%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60011f77819b727d:0xa662465512726cc1,
カトリックなみはや教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E3%81%AA%E3%81%BF%E3%81%AF%E3%82%84%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000e7bc802c80ed:0x900592c15832398a,
カトリック門真教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%96%80%E7%9C%9F%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000e1955bc749a1:0x6e93070182954934,
カトリック登美ケ丘教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%99%BB%E7%BE%8E%E3%82%B1%E4%B8%98%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60013ccccffb99f5:0xa5eb52862e3d1237,
カトリック 今市教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF+%E4%BB%8A%E5%B8%82%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000e16e79b00001:0xe7e0b210ab9c77a7,
カトリック布施教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%B8%83%E6%96%BD%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000dfb8386b808d:0x1d9510e712aa649f,
カトリック甲子園教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%94%B2%E5%AD%90%E5%9C%92%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000edf37c2a4061:0x36cb70e05ab989f8,
カトリック伊丹教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%BC%8A%E4%B8%B9%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000f1ad62b10297:0xc1c203b3dc13a637,
カトリック大阪大司教区カトリックセンター サクラファミリア,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%A7%E9%98%AA%E5%A4%A7%E5%8F%B8%E6%95%99%E5%8C%BA%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC+%E3%82%B5%E3%82%AF%E3%83%A9%E3%83%95%E3%82%A1%E3%83%9F%E3%83%AA%E3%82%A2/data=!4m2!3m1!1s0x6000e69a9f6c2803:0xae48a99dfc637e4f,
カトリック園田教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%9C%92%E7%94%B0%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000eff2060a0499:0xc256389eb772960,
カトリック香里教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%A6%99%E9%87%8C%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60011dd438075997:0xfbcdeed1de97e47d,
カトリック阿倍野教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%98%BF%E5%80%8D%E9%87%8E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000ddef4a41a929:0xf1470e47f0cfecf7,
カトリック尼崎教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%B0%BC%E5%B4%8E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000efa651499345:0xa5a69c996bc5ffd4,
カトリック関目教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%96%A2%E7%9B%AE%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000e13d35797ba1:0x205cb38ac47c183e,
カトリック豊中教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E8%B1%8A%E4%B8%AD%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000fabf0e67797f:0x2d42d37dc11064b,
カトリック宝塚教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%AE%9D%E5%A1%9A%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000f465899a0e21:0xe13d43ffa94451dc,
カトリック仁川教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%BB%81%E5%B7%9D%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000f3c5d9e3dcd1:0xd7d587a836030ed8,
カトリック玉造教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%8E%89%E9%80%A0%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000e0ca82aa4e1b:0xf71b756d899c57c2,
カトリック夙川教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%99%E5%B7%9D%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000f2e3763e123f:0xdbf0e3fd604bf587,
カトリック大阪大司教区,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%A7%E9%98%AA%E5%A4%A7%E5%8F%B8%E6%95%99%E5%8C%BA/data=!4m2!3m1!1s0x6000e0ca7dfeb0c7:0xc80fc1fbd794f9e1,
カトリック大阪梅田教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%A7%E9%98%AA%E6%A2%85%E7%94%B0%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000e69a9f175303:0xefc1e545795ab322,
カトリック平野教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%B9%B3%E9%87%8E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000dec2beac6b97:0x910883adf588ed25,
カトリック藤井寺教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E8%97%A4%E4%BA%95%E5%AF%BA%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000d875fe373ed7:0x754a236ca6d62771,
カトリック住之江教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%BD%8F%E4%B9%8B%E6%B1%9F%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000dd0411a18d87:0xf075439763fcf08,
カトリック堺教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A0%BA%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000db9ab4014a73:0xeedb1165d2bf623,
カトリック大阪田辺教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%A7%E9%98%AA%E7%94%B0%E8%BE%BA%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000dc2b8f0f0695:0x431a004564161e24,
スピノラ修道女会,,https://www.google.com/maps/place/%E3%82%B9%E3%83%94%E3%83%8E%E3%83%A9%E4%BF%AE%E9%81%93%E5%A5%B3%E4%BC%9A/data=!4m2!3m1!1s0x6000cfd01d4a7583:0x54df5f8dc02c823c,
カトリックザビエルセンター,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E3%82%B6%E3%83%93%E3%82%A8%E3%83%AB%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC/data=!4m2!3m1!1s0x6000c5b90347405f:0x71625e94795457cc,
カトリック大和高田教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%A7%E5%92%8C%E9%AB%98%E7%94%B0%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60012d9d0b46303f:0xe520eece132f744f,
カトリック御所教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%BE%A1%E6%89%80%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6006cd88cc873fa9:0x58b1de645b6fca9d,
カトリック泉北教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%B3%89%E5%8C%97%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000d0eda63126d5:0x69b4b5b670092f27,
カトリック和泉教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%92%8C%E6%B3%89%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000c5406e500001:0xec8d1eff23ec57e3,
カトリック金剛教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%87%91%E5%89%9B%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000d7000f5a39f9:0x7e7600295ab033e2,
カトリック浜寺教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%B5%9C%E5%AF%BA%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000c4ba71838da7:0x5b62651fb49d97ff,
カトリック大和八木教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A4%A7%E5%92%8C%E5%85%AB%E6%9C%A8%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60013320d837b3db:0x91c6ce2168ef3323,
カトリック岸和田教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%B2%B8%E5%92%8C%E7%94%B0%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000c5e0385a2e13:0x7b45111a91fdbaf8,
聖ビンセンシオの愛徳姉妹会,,https://www.google.com/maps/place/%E8%81%96%E3%83%93%E3%83%B3%E3%82%BB%E3%83%B3%E3%82%B7%E3%82%AA%E3%81%AE%E6%84%9B%E5%BE%B3%E5%A7%89%E5%A6%B9%E4%BC%9A/data=!4m2!3m1!1s0x6000b2b47a4d006b:0x93824f09faf4a158,
カトリック淳心の家,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%B7%B3%E5%BF%83%E3%81%AE%E5%AE%B6/data=!4m2!3m1!1s0x355521a2570fcd13:0x7a73e4917f5901cc,
マリスト教育修道士会,,https://www.google.com/maps/place/%E3%83%9E%E3%83%AA%E3%82%B9%E3%83%88%E6%95%99%E8%82%B2%E4%BF%AE%E9%81%93%E5%A3%AB%E4%BC%9A/data=!4m2!3m1!1s0x60008501ac79144b:0x13723233a46fb761,
愛徳カルメル会修道院,,https://www.google.com/maps/place/%E6%84%9B%E5%BE%B3%E3%82%AB%E3%83%AB%E3%83%A1%E3%83%AB%E4%BC%9A%E4%BF%AE%E9%81%93%E9%99%A2/data=!4m2!3m1!1s0x600083cef1b1a497:0x855266e2d9e3b07b,
聖ヨハネ病院 修道会,,https://www.google.com/maps/place/%E8%81%96%E3%83%A8%E3%83%8F%E3%83%8D%E7%97%85%E9%99%A2+%E4%BF%AE%E9%81%93%E4%BC%9A/data=!4m2!3m1!1s0x600085a6096e6a83:0x552cefc5b869db43,
カトリック 社会活動神戸センター,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF+%E7%A4%BE%E4%BC%9A%E6%B4%BB%E5%8B%95%E7%A5%9E%E6%88%B8%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC/data=!4m2!3m1!1s0x60008ee137cbfdbf:0x755255d816e4681a,
聖ビンセンシオの愛徳・姉妹会,,https://www.google.com/maps/place/%E8%81%96%E3%83%93%E3%83%B3%E3%82%BB%E3%83%B3%E3%82%B7%E3%82%AA%E3%81%AE%E6%84%9B%E5%BE%B3%E3%83%BB%E5%A7%89%E5%A6%B9%E4%BC%9A/data=!4m2!3m1!1s0x600082295a690e39:0xaa49c510f2ebb19b,
聖ビンセンシオ・宣教会,,https://www.google.com/maps/place/%E8%81%96%E3%83%93%E3%83%B3%E3%82%BB%E3%83%B3%E3%82%B7%E3%82%AA%E3%83%BB%E5%AE%A3%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x600082295a690e39:0x9c4894a666112b8a,
カトリック教会西脇集会所,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%95%99%E4%BC%9A%E8%A5%BF%E8%84%87%E9%9B%86%E4%BC%9A%E6%89%80/data=!4m2!3m1!1s0x35553574dd07efe3:0x11c4aed94c84861a,
カトリック教会働く人の家,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%95%99%E4%BC%9A%E5%83%8D%E3%81%8F%E4%BA%BA%E3%81%AE%E5%AE%B6/data=!4m2!3m1!1s0x3554d91ddf803733:0x63b6e8aaaf96e5e6,
カトリック北須磨教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%8C%97%E9%A0%88%E7%A3%A8%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000869639b79b09:0xaceeeee863a87877,
カトリック三田教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%B8%89%E7%94%B0%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000641d12891a53:0x1742ec747b50c037,
カトリック鈴蘭台教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%88%B4%E8%98%AD%E5%8F%B0%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000862eaa4053fb:0xeea2cda7d02a9752,
カトリックたかとり教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E3%81%9F%E3%81%8B%E3%81%A8%E3%82%8A%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x600085705a7a877b:0xb8896d9dd41760c6,
カトリック住吉教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%BD%8F%E5%90%89%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60008d00371d8c8b:0xcff4f873ab3ab22,
カトリック垂水教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%9E%82%E6%B0%B4%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x600083bdfe848873:0x52c16663a8881198,
カトリック兵庫教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%85%B5%E5%BA%AB%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60008f756e676dbf:0xe457c22debd455cf,
カトリック明石教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%98%8E%E7%9F%B3%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3554d4b5120fd365:0x776a44767b888990,
カトリック芦屋教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E8%8A%A6%E5%B1%8B%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000f2d3dd5e1a93:0xe5182fce4d40d070,
カトリック六甲教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%85%AD%E7%94%B2%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60008c19bdac7a85:0xc22f2d4fc2274b05,
カトリック神戸中央教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%A5%9E%E6%88%B8%E4%B8%AD%E5%A4%AE%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60008ee13a81ecbd:0xd78ed00bff2990e5,
カトリック加古川教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%8A%A0%E5%8F%A4%E5%B7%9D%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3554d86b29185825:0xdb38bc6eeb5bd80c,
カトリック仁豊野ヴィラ,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%BB%81%E8%B1%8A%E9%87%8E%E3%83%B4%E3%82%A3%E3%83%A9/data=!4m2!3m1!1s0x355521a2364d6903:0xfe1f9ae87bb34f4,
カトリック聖母奉献修道会本部,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E8%81%96%E6%AF%8D%E5%A5%89%E7%8C%AE%E4%BF%AE%E9%81%93%E4%BC%9A%E6%9C%AC%E9%83%A8/data=!4m2!3m1!1s0x355521985f3dac53:0xef9eb123c6eded0f,
カトリック檣灯センター,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%AA%A3%E7%81%AF%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC/data=!4m2!3m1!1s0x3554060f4a900021:0x514594a56db22774,
カトリックロザリオ教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E3%83%AD%E3%82%B6%E3%83%AA%E3%82%AA%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x355465f6d8325665:0x18dbaab2ce56769f,
カトリック善通寺教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%96%84%E9%80%9A%E5%AF%BA%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x35517d70485abee7:0x8a1746446414636e,
カトリック赤穂教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E8%B5%A4%E7%A9%82%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x35545f683c3d5587:0x7b3f3ab446c7e671,
カトリックたつの教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E3%81%9F%E3%81%A4%E3%81%AE%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3554e333e6700001:0x7d42c5ddf6d75b67,
カトリック網干教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%B6%B2%E5%B9%B2%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3554e51033a05ac3:0x949b6d6b77cb4087,
カトリック観音寺教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E8%A6%B3%E9%9F%B3%E5%AF%BA%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3551833cf708e9d1:0xed110640a25efcb5,
カトリック小豆島教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%B0%8F%E8%B1%86%E5%B3%B6%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x355389eaefd5bf79:0x3738176fe575c276,
カトリック飾磨教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%A3%BE%E7%A3%A8%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3554e0ddf46605bd:0x114b9bb4157385cf,
カトリック岡山南教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%B2%A1%E5%B1%B1%E5%8D%97%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x355407ffc4ee0ce1:0x711638a6d87cfd65,
カトリック玉島教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%8E%89%E5%B3%B6%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x35515b09114d3fe5:0x6b07c002f50c8a6c,
カトリック笠岡教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%AC%A0%E5%B2%A1%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x35516aea3d9d2b0f:0x5c172a4c0b8a3d51,
カトリック玉野教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%8E%89%E9%87%8E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3553f09dae6403a7:0x17b75ecd1f67f51b,
カトリック相生教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%9B%B8%E7%94%9F%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3554f9f712c7e1a3:0xdabd85c6ef21dc27,
カトリック水島教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%B0%B4%E5%B3%B6%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x355159ca40befce7:0x4e46d3ac68d2aeab,
カトリック仁豊野教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%BB%81%E8%B1%8A%E9%87%8E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x355521a2364d6903:0x7d8ac59c8669d26e,
カトリック姫路教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%A7%AB%E8%B7%AF%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3554e004eb00f9e5:0x4f07bf29db5d5034,
カトリック倉敷教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%80%89%E6%95%B7%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3551564050769019:0x13b44f6b73a9f678,
カトリック聖母被昇天修道会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E8%81%96%E6%AF%8D%E8%A2%AB%E6%98%87%E5%A4%A9%E4%BF%AE%E9%81%93%E4%BC%9A/data=!4m2!3m1!1s0x3553ea5d6c2498b1:0xe1222dbbcbd841f8,
カトリック熊取教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E7%86%8A%E5%8F%96%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000c9251b49affb:0xf810467e0983b348,
カトリック池田教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%B1%A0%E7%94%B0%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x3552298a64d8ba6f:0x32b80e69148a6d18,
カトリック三本松教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%B8%89%E6%9C%AC%E6%9D%BE%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x35539c63b9820ab9:0x7d1c9acb78e3edf9,
カトリック龍神教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E9%BE%8D%E7%A5%9E%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6007057851cbb583:0x577b7917d534506e,
カトリック岬教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%B2%AC%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000afdb46e82123:0xc22b8aed71d374c6,
カトリック丸亀教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E4%B8%B8%E4%BA%80%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x355162819832adb5:0x84de0703a0d2bc2,
St. Paul Miki Tokushima Catholic Church,,https://www.google.com/maps/place/St.+Paul+Miki+Tokushima+Catholic+Church/data=!4m2!3m1!1s0x35536d6604171f47:0xf39a12b96ad7dfa0,
カトリック泉南教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E6%B3%89%E5%8D%97%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x6000b7b24f90b5ab:0xc7042983559823d,
カトリック御坊教会,,https://www.google.com/maps/place/%E3%82%AB%E3%83%88%E3%83%AA%E3%83%83%E3%82%AF%E5%BE%A1%E5%9D%8A%E6%95%99%E4%BC%9A/data=!4m2!3m1!1s0x60076870d0c107d5:0xc9a1dd2327df7745,
